UID,Deck,Stack,Quantity,Face,Name,Flavor,Description,Prompts,Rule
646f194971c501269a2fe638cf33df8e,CITY,City (Neighborhood),1,Front,The Harbor,,"A Harbor is the home of trade and travel. It is a visitor's introduction to the city, and the city's commercial blood and breath.\n",•What kinds of vehicles or technology move people or cargo?•What is the experience of someone coming here? Of leaving?•What trading partners or destinations are represented here?•What glimpses of other cultures might you find here?,Flip to see the struggling version of this neighborhood
3a6d510441326240954f9436c17e72df,CITY,City (Neighborhood),1,Back,The Marketplace,,"The Marketplace is the commercial core of the city. The vendors may be few and far between, the fires of the forge may lie extinguished, and farmers' crops may rot in warehouses - or be taken away at insultingly low prices.\n","•Does the neighborhood have the wrong goods, or the wrong buyers?•What hidden assets might still be found here?•Who profits from the current situation? Who does not?",Flip to see the flourishing version of this neighborhood
3a6d510441326240954f9436c17e72df,CITY,City (Neighborhood),1,Front,The Marketplace,,"The Marketplace is the commercial core of the city. It might include a rowdy labyrinth of vendors hawking their wares, a smoke-smothered block of forges and anvils where blacksmiths arm the soldiery, or warehouses full of grain or rice.\n","•What goods is the neighborhood best known for?•What can be found here, but is unknown to most visitors?•Who controls what's found here?",Flip to see the struggling version of this neighborhood
367409ad2cb151c295e0f1cbfd06fca6,CITY,City (Neighborhood),1,Back,The Sanctuary,,"The Sanctuary is a city within the city. It might be an isolated enclave, a brow-beaten borough, a place to abandon the unwanted, or something else. A sanctuary can barely sustain its residents, whether due to lack of goods or intentional deprivation.\n","•Who lives here? Why do they live in the Sanctuary specifically?•Is the Sanctuary keeping the outside out, or the inhabitants in?•Who rules here? Who suffers?",Flip to see the flourishing version of this neighborhood
367409ad2cb151c295e0f1cbfd06fca6,CITY,City (Neighborhood),1,Front,The Sanctuary,,"The Sanctuary is a city within the city. It might be a walled-off enclave, a culturally distinct community, a gentrified neighborhood, a historical relic, or something else. Its shops, home, and infrastructure are self-sufficient, and aesthetically or culturally unique.\n",•Who lives here? Why do they live here specifically?•What separates the Sanctuary from the rest of the city?•What sustains the sanctuary and its peoples' lifestyles?,Flip to see the struggling version of this neighborhood
23ec0355a0c691d1f3b5c1b698accef5,CITY,City (Neighborhood),1,Back,The Temple,,"The Temple is devoted to the spiritual and religious elements of the city and its inhabitants. It might be a disgraced or amoral mega-church, a collection of squabbling rival churches, or the remnants of an older and forgotten belief system.\n","•What belief system or systems were practiced here?•What motive, such as greed, corruption, or apathy, stands against them?•How has a lack of faith helped, or hurt?",Flip to see the flourishing version of this neighborhood
23ec0355a0c691d1f3b5c1b698accef5,CITY,City (Neighborhood),1,Front,The Temple,,"The Temple is devoted to the spiritual and religious elements of the city and its inhabitants. It might be a single colossal church, a network of holy places for every faith, or tiny shrines to tiny gods scattered across the city.\n","•What belief systems exist?•Are beliefs or practices divided along social lines such as wealth, species, or neighborhood?•How has faith affected the city for good? For ill?",Flip to see the struggling version of this neighborhood
c779b7c8fe1ff19349017e66aaa71d82,CITY,City (Neighborhood),1,Back,The Underground,,"The Underground is what people don't want to see about the city. It is the filthy waterways and skull-strewn tombs. It has been abandoned or is being misused, and may be dangerous due to its inhabitants or simple neglect.\n","•How much of the Underground still functions? What has broken down?•What social ills, like disease or poverty, have taken hold?•Who lives here, and how are they suffering?",Flip to see the flourishing version of this neighborhood
c779b7c8fe1ff19349017e66aaa71d82,CITY,City (Neighborhood),1,Front,The Underground,,"The Underground is what people don't see about the city. It might be literally underground, like sewers or burial chambers, or just necessary but boring infrastructure like aqueducts.\n","•What vital services does the Underground provide?•How does the Underground physically connect with the rest of the city?•Who lives here, and what do they do?",Flip to see the struggling version of this neighborhood
34f5cc6ebee3ef5b9d87dfbe369fb856,CITY,City (Neighborhood),1,Back,Uptown,,"Uptown is the city's fallen crown. Bourgeoisie merchants with pretentions to greatness, shabby aristocrats fallen from favor, or forgotten influencers might all be found here, hunting for real power or comforting delusions.\n",•What political or social systems once supported the neighborhood?•Do the inhabitants still believe they hold real power?•What will they do to get it back?,Flip to see the flourishing version of this neighborhood
34f5cc6ebee3ef5b9d87dfbe369fb856,CITY,City (Neighborhood),1,Front,Uptown,,"Uptown is the city's crown. It is home to the elite, including skilled creators, wealthy merchants, influential politicians, and beloved performers. Visitors might beseech an Uptown resident to fund their ventures, or seek their attention for some new idea or creation.\n",•What political and social systems support the neighborhood's position?•How is power wielded here?•How does someone become accepted by Uptown?,Flip to see the struggling version of this neighborhood
2c9698cfd4937f716d94e290fe70bddf,CITY,City (Neighborhood),1,Back,The Warren,,"The Warren is the hidden heart of the city. It is an impenetrable maze of dark alleys, boarded-up shops, narrow streets, ancient graveyards, and more. It is the city's secret suffering.\n","•Has the city forsaken itself, or fallen prey to outside influence?•What secrets do the inhabitants furtively guard?•Does the Warren bristle at visitors, or hunker down and wait for them to leave?",Flip to see the flourishing version of this neighborhood
2c9698cfd4937f716d94e290fe70bddf,CITY,City (Neighborhood),1,Front,The Warren,,"The Warren is the hidden heart of the city. It is an organic tangle of alleyways, residences, nameless shops, side streets, historical buildings, and more. The things that make the city unique emerge from here unannounced.\n",•What traditions or styles did the Warren give birth to?•What hidden treasures can be found here?•How do locals and visitors interact with each other?,Flip to see the struggling version of this neighborhood
b006a603c520670af7fdfc5f2783e757,CITY,City (Personality),1,Back,The Activist,,"The Activist longs for change and represents those who feel likewise. They may use rhetoric, influence-peddling, money, or direct action to achieve their aims. Although driven, they are unsuccessful and desperate.\n",•What are the Activist's goals?•Who do they represent? Who do they oppose?•How far will they go? Have they gone?,Flip to see the dominant version of this personality
b006a603c520670af7fdfc5f2783e757,CITY,City (Personality),1,Front,The Activist,,"The Activist longs for change and represents those who feel likewise. They may use rhetoric, influence-peddling, money, or direct action to achieve their aims. Whatever their goal, it now seems to be in reach.\n",•What are the Activist's goals?•Who do they represent? Who do they oppose?•How far will they go? Have they gone?,Flip to see the vulnerable version of this personality
0954728e20e7c481c3cd888e0857358f,CITY,City (Personality),1,Back,The Factotum,,"The Factotum is not a leader, but serves those who do. They struggle with complexities of day-to-day business. Their inexperience, their patron's incompetence, or a heavy workload all weigh them down.\n","•Who do they serve? Why?•Between the Factotum and their leader, who really rules?•What does the Factotum personally want?",Flip to see the dominant version of this personality
0954728e20e7c481c3cd888e0857358f,CITY,City (Personality),1,Front,The Factotum,,"The Factotum is not a leader, but serves those who do. They handle the complexities of day-to-day business. They hold the keys to the doors of power, and may unlock them for the right querent.\n","•Who do they serve? Why?•Between the Factotum and their leader, who really rules?•What does the Factotum personally want?",Flip to see the vulnerable version of this personality
193581596a34aad428702961ecb74269,CITY,City (Personality),1,Back,The Hardliner,,"The Hardliner upholds the de facto or de jure state of affairs. They resist change, whether from hard experience, stubbornness, or selfishness. With reform looking likely, they fight even harder to hold onto their diminishing status.\n",•What motivates the Hardliner to defend the status quo?•How sincere are their stated objections to change?•How have their beliefs changed over time?,Flip to see the dominant version of this personality
193581596a34aad428702961ecb74269,CITY,City (Personality),1,Front,The Hardliner,,"The Hardliner upholds the de facto or de jure state of affairs. They resist change, whether from hard experience, stubbornness, or selfishness. They are likely to prevail against uncoordinated efforts at reform.\n",•What motivates the Hardliner to defend the status quo?•How sincere are their stated objections to change?•How have their beliefs changed over time?,Flip to see the vulnerable version of this personality
c81e47ec2509d00d491ca7c86b5ab0aa,CITY,City (Personality),1,Back,The Mediator,,"The Mediator tries to negotiate between competing factions or ideologies. Doing so depends on good relations within each group. Those relations may be threatened, the groups may refuse to budge, or the Mediator has settled for a facade of peace rather than progress.\n",•How does the Mediator achieve their ends?•What sacrifices must they make?•What is their real goal?,Flip to see the dominant version of this personality
c81e47ec2509d00d491ca7c86b5ab0aa,CITY,City (Personality),1,Front,The Mediator,,"The Mediator tries to negotiate between competing factions or ideologies. Doing so depends on good relations within each group. Right now they're able to strike effective bargains, achieving meaningful change rather than mere calm.\n",•How does the Mediator achieve their ends?•What sacrifices must they make?•What is their real goal?,Flip to see the vulnerable version of this personality
a323fedaff7a7d3f5cf2019074e1c722,CITY,City (Personality),1,Back,The Newcomer,,"The Newcomer is unfamiliar with the city and their place in it. They may be a new ruler, an important visitor, or the heir to a fortune or legacy and now returning to inherit. Alas, those around them do not have their best interests at heart.\n",•What makes the Newcomer significant?•What makes them stand out from how the city usually does things?•Who has their ear? Who seeks it?,Flip to see the dominant version of this personality
a323fedaff7a7d3f5cf2019074e1c722,CITY,City (Personality),1,Front,The Newcomer,,"The Newcomer is unfamiliar with the city and their place in it. They may be a new ruler, an important visitor, or the heir to a fortune or legacy and now returning to inherit. For now, those around them are helping them adjust.\n",•What makes the Newcomer significant?•What makes them stand out from how the city usually does things?•Who has their ear? Who seeks it?,Flip to see the vulnerable version of this personality
01e00218ba6d2e77ccb8c2f03879f296,CITY,City (Personality),1,Back,The Plotter,,"The Plotter wishes to exploit conditions for some private goal. They might be corrupt officials, influence-peddlers, or blackmailers. They are hunted, on the verge of exposure, using their remaining tools to survive.\n","•What personal holds or secrets enable the Plotter's schemes?•Who works with them? Why?•What is their ultimate goal - profit, progress, or something else?",Flip to see the dominant version of this personality
01e00218ba6d2e77ccb8c2f03879f296,CITY,City (Personality),1,Front,The Plotter,,"The Plotter wishes to exploit conditions for some private goal. They might be corrupt officials, influence-peddlers, or blackmailers. Whether their goals are selfish or selfless, they seem likely to succeed.\n","•What personal holds or secrets enable the Plotter's schemes?•Who works with them? Why?•What is their ultimate goal - profit, progress, or something else?",Flip to see the vulnerable version of this personality
a8f7dddea99ee6083d078ff05738fc56,CITY,City (Personality),1,Back,The Scion,,"The Scion is the beneficiary of long city tradition. The may come from once-honored aristocratic stock, inherit ill-gotten gains, or live in the shadow of whispered accusations and dark secrets about their bloodline.\n",•What is the Scion's place in the city and its history?•What secrets does their legacy hold?•How have they used their position?,Flip to see the dominant version of this personality
a8f7dddea99ee6083d078ff05738fc56,CITY,City (Personality),1,Front,The Scion,,"The Scion is the beneficiary of long city tradition. They may come from noble stock or long-hoarded wealth, hold an old and honored name, or hold significant land or relics. They seem well-liked and happy in their position.\n",•What is the Scion's place in the city and its history?•What secrets does their legacy hold?•How have they used their position?,Flip to see the vulnerable version of this personality
cdf51d846a83b1af1955786dc7d9f198,CITY,City (Personality),1,Back,The Turncoat,,"The Turncoat betrayed someone or something else, and that betrayal will always hang over their head. They now suffer for their transgression, however right or wrong it was, and scheme or hope for a return to power.\n","•Who or what did they betray? On their own, or at the behest of others?•Was it for the best? Did they think it was for the best?•Do those betrayed still interact with the Turncoat?",Flip to see the dominant version of this personality
cdf51d846a83b1af1955786dc7d9f198,CITY,City (Personality),1,Front,The Turncoat,,"The Turncoat betrayed someone or something else, and that betrayal will always hang over their head. They have secured a place for themselves, but those who know may still remember, and watch.\n","•Who or what did they betray? On their own, or at the behest of others?•Was it for the best? Did they think it was for the best?•Do those betrayed still interact with the Turncoat?",Flip to see the vulnerable version of this personality
